text,sentiment
aplikasi rusak lupa sandi otpnya kirim isi pulsa udah ribu kali manual klinik,negative
daftar faskes kouta habis kuota tolong tindak susah kalo urgent,negative
t t k i t k y k t i ki,neutral
males banget aplikasi kalo ga buka logout,neutral
sisa keluarga yah gratis bayar yah,neutral
aplikasi si logout ubah data pribadi aplikasi ya aja ga aplikasi kalo ga mudah langsung kantor bpjs,positive
aplikasi jelek bikin bener login aja repot nyusahin gabisa klik masuk nyuruh bikin lapor email langsung mending benerin ni aplikasi udh keluh ga dibener benerin pegawai gaji rakyat kerja bener,negative
bagus obat,positive
mudah,positive
log in gk bskok susah banget ni aplikasi,negative
mohon masuk verifikasi capta lansia sulit baca paksa bantu cucu terima kasih,negative
apk ga emang gada dana ya upgrade login verifikasi muka coba berkalikali muka verifikasi ayu tingting,neutral
bantu guna terima kasih jkn mobile,neutral
aplikasi gimana sih masuk gagal koneksi wifi on cepat jg bagus tp knapa stp buka aplikasi sll ingat offline sih,positive
bagus banget suka,positive
ruang rawat inap real fakta penuh,neutral
ken daftar jkn aja persulitverikasi nomer hp mala gak kode sekelaitololl,neutral
kecewa banget ama jkn sengaja screenshot nomor antre servernya suka down gak repot server down skrang repot screenshot nomor antre,negative
susah otp nya gak masuk gimna ya rada sebel deh mudah gak yah,neutral
bembantutrimakasih,neutral
mantap euy,positive
kode verifikasi otp gak kunjung terima password lupa harua gimana akses nya,neutral
min gimana sih aplikasi data udah hidup mobile jkn nya coba periksa internet data udah hidup aplikasi mobile jkn gabisa nongol captcha nya,neutral
kocak verifikasi ga muncul pdhl pulsa,neutral
,neutral
verifikasi sulit aplikasi deso kampung,negative
skrg buka aplikasi black screen ya skrg kendala,neutral
verif nomor telpon pakai sms gak sms masuk piye tah,neutral
layan tdk beda dgn pasien umummandiri,neutral
sukses sllu,neutral
aplikasi bantu,neutral
fitur verifikasi nya bingung,neutral
payah aplikasi,negative
aplikasi gk ganda orang tua yg beda kk hp logout pake jkn ambil nomor antri nik batas dlm hp susah saudara daftarin antri periksa kondisi saudara udah tua hp dri anak,negative
server eror,neutral
aplikasi mudah,positive
aplikasi optimal mohon maaf out of context layan puskesmas tingkat layan puskesmas jelek,negative
makasih yaaa udah bagus aplikasi,positive
moga berkah,neutral
repot ambil rujuk aja jkn aplikasi pagi jam sampe jam eror mulu orang obat bikin repot,negative
maap ganti bintan dah normal saran aja nih buka app jkn suruh apdate orang sakit apdate makasih,neutral
aplikasi perintah sampah,negative
buruk,negative
aplikasi bantu mudah pilih faskes,positive
fitur antre online gunabikin hp ngefrezze mohon baik sistem,positive
aplikasi jkn eror masuk gak klik butuh anak obat,neutral
aplikasi ny sanggat bantu,neutral
tolong atas ya muncul gagal hubung server rs ambil antre online tolong atas,negative
terimakasih jkn kerna bantu,neutral
layan alam t daftar online rekam medis rs kait alami yg,neutral
bantu,neutral
kurang anggota keluarga tombol jelajah g pencet pdhl udh sesuai link langsung akses dpt pandawa ngadu app pagisore g solusi jawab kaya chatt bot y udah nyerah ganti faskes face recog kotak merah mulu pdhl muka udh kotak g pk aksesori jilbab udh dimundurin bgt bad bgt gimana ngarepin org pd bayar bpjs kalo gin mah gue jg mending mandiri sabar bgt gwe,neutral
mantap,positive
gin gk scan wajah,neutral
bantu terimakasih mobile jkn,neutral
mantap surantap,positive
ko sekrngbpjs ga gtriss kenpa y,neutral
kode otp auto debit engga kasih kasih,neutral
sat set ngga lot mrmbantu,neutral
bagus bantu,positive
payah aplikasi banget eror banyak korupsi gimana,negative
lot erorterustolong baik cek in cepat,positive
membanty,neutral
aplikasi cepat bagus,positive
update nik daftar update,neutral
puwas,neutral
gk daftar ya trus data udh pernh daftar pdhl pernh daftar aplikasi gmna sulosinya min,neutral
mudah pendafatarannya,positive
tolong masyarakat,neutral
suka loading ualng,positive
aplikasi bantu ubah datadan mudah akses,positive
aplikasi gagal,negative
ok bgt,neutral
mudah cepat terimakasih perintah,positive
sistem mudah,positive
bagus,positive
sulit login diinstal ulang mudah pakai,neutral
dokter nya sulit d klik k sn parah deh ah,negative
makan yg,neutral
aplikasi nya udah bagus tolong tambahin otp via wa pake sms ribet pulsa,positive
sebel ih gabisa ss reserv antri ga izin dosen dicatetnya bolos,neutral
mudah daftar layan sehat tiap faskes,positive
moga bantu masyarakat,neutral
moga tahan kualitas,neutral
bagus mudah obat,positive
res pon cepat,positive
hebat mudah,positive
daftar obat suka batal layan nya jelek layan suka tolak antre daftar serta,positive
ganggu trouble suruh log,neutral
aplikasi kimak ni rubah data aja verifikasi wajah udah ku kasiii liat wajah kali konfirmasi nya gak kayak kemaren ku rubah data gak verifikasi wajah baik ni aplikasi tolol,positive
mantab mudah ketemu dokter,positive
aplikasi ngeleggg gajelas,neutral
x tlp cs lucu yg tdk bsa pura sambung putus sinyal off,neutral
ga log in udah bener nikpasscapcha salaahh knp sih jkn masuk emang data sulit buka jkn log in ulang gimana bennar sakit daftar ulang gak halookita bayar potong gaji bayar bpjs aja sulit ribet,negative
thanks ouyyyyy,neutral
chaptca nya sulit baca gagal x login takut blokir,negative
ga daftarr,neutral
payahkebanyakan korupsisudah reservasi layan pas kontrol aplikasi ga buka kuota internet pake aplikasi kalo gak me maintenance aplikasi,neutral
daftar akun sulit verifikasi wajah orang tua perintah senyum orang tua wajah ekspresif usaha senyum yaa batas gitu gagal verifikasi wajah verifikasi,negative
hidup moga sehat,neutral
mudah moga depan,positive
error update v,negative
aplikasi bantu ku bagus suka aplikasi mobile jkn,positive
gajelas aplikasi nya jembut gabisa veriv,neutral
susah loginnya,negative
tibatiba logout gak login captcha nya gak muncul sinyal bagus kuota tolong butuh aplikasi,positive
login pasword salah mulu pas gilir klik lupa pasword kode otpnya gak muncul muncul gak beguna ni aplikasi,neutral
aplikasi coba daftar aja ngirim kode otp nya gak masuk dah diinstal ulang restart hp tetep gak masuk kode no handphone nya,neutral
terbuangdaftar susah verifikasi susah ngirim kode otp sangat susah,negative
apk nya fungsi mohon baik daftar aja gak bosa,positive
sih gabisa screenshot butuh banget ga tinggal orang tua daftarin orang tua jarak nyusahin bgt kalo ningkatin aman ga gitu,neutral
gajelas baru trskeluar akun trs password nya udh bener gabisajadinya susah,negative
daftar cepat akses cepat suka,positive
mudah erti guna nya,positive
bantu nang ganti faskes cepat proses,positive
server errror,neutral
app bantu,neutral
aplikasi gagal login coba ampe budeg,negative
mantap mudah cepat butuh layan sehat masyarakat,positive
sangan bantu,neutral
aplikasi nya error gangguansoalnya buka,negative
bantu nya aplikasi nyaman online antri buka aplikasi selang minggu menggambil antri login ulang ulang kali repot kendala nik sesuai kali benar salah kali moga perbaikiii,neutral
manfaat,neutral
bantu terimakasih,neutral
bagus,positive
mudah akses butuh sehat mobile jkn pokok urus bpjs sehat mah recomendet,positive
markotoptoptop,neutral
captch loding,neutral
layan gesit,neutral
ga gausah so ikutin kembang zaman ko pake teknologi proper gw heran aplikasi perintah cacat banget why anggar segitu gede bikin aplikasi hasil kaya buat anak sd mentingin tampil doang kelas aplikasi perintah pake server aja lot kaya gin nya maintenance bener segitu nya orang complain diem gaada update ga gimana si develop nya,neutral
aplikasi suka logout saat urgent bt daftar aplikasi kunci fiturnya,positive
apk daftar muka mondar mandir gak tunggu verifikasi sms email pakek paket data nomor aktif emai aktif gak lelet jam doang ngurus apk gak mending link apk biar cepat,neutral
mending gk pke aplikasi ribet verivikasi kode aja sampe kali kagak klo gmail aja gk pke sms gk dapet tuh kode gak bnget gmna orang indo periksa kalu diribetkan,neutral
puas banget terima kasih mobile jkn,positive
cepat gampang jkn mobile,positive
aplikasi bapuk password ga ganti password,neutral
captha nya gak daftar gimana hallo tolong bantu,neutral
aplkasi jkn masuk kode captcha mutermuter sulit obat tolong baik,neutral
boking klik ambil nomer antri antri selesai boking gak payah amplikasinya,negative
niat hati ken bayar iyurantapi yo nak ono tungakan bayar ngaktifin bikir skck cari kerja bayar daftar anak eh kasi tungakan sedi io iyo anak lahir mengunakan bpjs kesehansaya dapet kerjo pasu jatui tagian nak aq ono duwet yo saldo lagek iki arep golek utang neng nak iso melebu pabrewalupun kerjo pabrek urong bayar,neutral
aplikasi bantu,neutral
ngambil antri error tolong baik,neutral
konde otp kunjung kirim,neutral
baru gak masuk sandi email mohon bantuanya,neutral
terimakasih layan depan,neutral
susah nggak daftarotpny wa sms gak,negative
gak update atuh,neutral
good,neutral
masuk slalu ofline,neutral
allhamdulilah layan bagus top markotop,positive
aplikasi gak,neutral
baharu login fasilitas fingerprint aplikasi perintah kaya gin it nya kelas smk kah,neutral
nemuaskan,neutral
mantul bantu,neutral
apk cacat udah bikin antri eeh log out loginnya susah mati gamau login login banyak korup nih,negative
aplikasi sulit orang masuk nya susah,negative
gabisa login kuota aman jaring stabil,neutral
apk bikin emosi capta tambah log out,neutral
mantap mudah,positive
hang,neutral
sulit banget bikin akun verifikasi kadang daftar nomor muncul nomor nya email gak pokok nya sulit banget tolong tim kembang baik aplikasi nya mudah orang muda lansia terimakasih,neutral
ga login,neutral
aplikasi jelek ngebug autentifikasi login doang ribet banget kondisi darurat bintang ga benah,negative
bug daftar kadang gak daftar,neutral
aplikasi sebal repot pasword daftar berbelitbelit minggu ngak buka pasword pakai biometrik ngak mempan ganti bug glitch ngak baik ngak maju,neutral
aplikasi mobile jkn bagus mudah ubah daftar faskes dekat,positive
masuk aja susah kirim otp ulang kali ga bener pdhl such sesuai yg kirim,negative
terima kode otp sms,neutral
makasih udah layan,neutral
ga bgt nih aplikasi suka tiba log in lgi lot bgt verifikasi lupa sandi doang no verifikasi ga nongol sinyal full ngeribetin bgt,positive
mantap layan ubah faskes cepat,positive
bantu terima kasih jkn,neutral
guna verifikasi wajah berkalikali gagal teruss sampe nambah serta ga masukin nomor kk ketik nya mudah sulit,negative
oke mantapp,positive
aplikasi konyol nerima otp sms aja ga selesai selesai,neutral
verifikasi deui ka susah daftar,negative
smoga,neutral
mudah kis perintah bpjs atur nggak langsung masuk akun langgan sulit,neutral
gak otp ganti paswornya,neutral
mudah nomor antri kadang aplikasi ganggu moga,positive
bantu perlu berobatpindah faskesdaftar obat dll,neutral
aplikasi nya masak pakek login pas login no nik pasword apa tp isi sandi no nik salah udah bener gimana sulit ribet mudah tp sulit,negative
oke,positive
bantu layan sehat,neutral
aplikasi manfaat,neutral
log in ga tot perbaikin apk nya napa sengaja biar tdk akses masuk apk nya gatelll,neutral
terima kode otp aplikasi tolong bantu,neutral
app tolol susah banget login doang,negative
alhamdulillah dh jkn nya,neutral
kocak,neutral
gagal,negative
aplikasi kaga,neutral
aplikasi sulit masuk aja susah,negative
aplikasi ganggu sekitar jam jam pagi orang orang susah obat bikin antri membludak,negative
aplikasi bantu mudah pilih faskes,positive
aplikasi manfaat bantu buat skck giat kembang aplikasi,neutral
alhamdulillah ubah data lancar g ribet,neutral
keren habis,neutral
bagus normor pakai nomor orang daftar nomor sekian ga buka buka nomor ganti karna nomor udah pakai orang nilai nilai dokter,positive
akurat cepat ribet updatenya,positive
diupdate aplikasi keluarkeluar kasihan orang tua udah login pas nyampe rs udah logout tolong template login coba paham keluh bantuin orang tua sulit rumah sakit aplikasi kasihan,negative
aja bpjs ni buka app nya ambil antri ga bilang koneksi internet ga buka aman aja,neutral
mantap batu masyarakat,positive
tombol masuk ga pencet apk tolol,neutral
bantu kadang logout tolong baik,positive
apk gak jelaaasss suruh login mulu gak mikir orang kerepot load mulu login sampah,negative
pake pol mudah saran kode bookingnya fontya besar tebal krn lansia bingung krn kode bookingnya mata sulit masuk komputer cetak slip memudahlan gas paham teknologi lansia yg bingung paham pasu but overall mudah,positive
bantu terimakasih,neutral
aplikasi kesini ribet ringan sulit buka aja log in,negative
aplikasi ribet sulit serta,negative
baru tingkat kaulitas,neutral
apilikasinya mantappp,neutral
muas faskes tingkat,neutral
susah kali daftar kirim kode otp gak masuk aplikasi gak burukkk sekaliiii tolong baik lagi,neutral
aplikasi bug lot,neutral
banget ngirim kode otp nyapada nomor aktif gimana sih apk mobile jkn nihjelek bangetttttt,neutral
masyarakat suruh pake aplikasitp pas masuk bikin ribetbukan mudah,positive
tolong tambah fitur nonaktif bpjs karna guna uang tanggung bayar,neutral
mudah trims,positive
solutifefektif efesien masyarakat,neutral
bikin kis gak anggota keluarga ya,neutral
sulit verifikasimasukin alamat email ttep susah masuksampe ribut suami gara aplikasi ahirnya ku uninstall aja,negative
gabisa verifikasi wajah trs hrs log in pakai,neutral
akun aneh login susah ampun gak bner download ni akun,negative
mudahdan enak,neutral
aplikasi kayak ginian aja pakai captcha,neutral
bpjs ladang samun,neutral
mudah reservasi faskes,positive
susah login aplikasi layan perintah emang ga bener,negative
layan optimal,neutral
saran aja ni ndak sok pake aplikasi kalo cuman sulit guna kalo aplikasi nya abal gin meding gk pake susah login kode otp email ama no telfon anggap salah pdhal aplikasi nya yg demun,negative
bantu masyarakat tengah bawah,neutral
tolong baik bug kode otp nya udah kali tunggu ngga masuk cuan nya baik nya ga,positive
tingkat,neutral
tolong banget nih sih akun logout kali udah kali ambil nomor antri reservasi pol,neutral
gk ganti nomer hp yg udah gk aktif nomor nya,neutral
pake pulsa kode otp aplikasi bayar login ya upgrade upgrade aplikasi kedip ga buka,neutral
aplikasi ruwet,neutral
susah login mobile jkn no aktif pulsa verifikasi no gagal ubah password mobile jkn d coba login ganti password,negative
aplikasi sempurna bug so bad,neutral
bismillah bintang biar lancar allah sembuh manusia ikhtiar,neutral
maksud apaya login ribet bgt ngaktifin auto debit verifikasi nomernya bgt ga sms cape bgt ribet ga abis pikir lagiapalagi kalo posisi orang lgi urgent cape deh,neutral
kode otp ga masuk proses ganti sandi karna lupa sandi,neutral
ganti aplikasi q daftar ribut susah bgt maklum in pinter q udh kansia klu aplikasi yg tu mudah gampang q daftar tpi skrng gk,neutral
bagus daftar ulang ga updet why,positive
bantu aplikasi bawa data fisik,neutral
tolong baik fitur nya login kepentallagilagi pental,positive
kirim verifikasi otp gk respon signal error ulas keluh,negative
puas layan,positive
,neutral
aplikasi jelek gabisa buka kali kali,negative
obat ngak pakai kartu bpjs mesti apps mjkn appsnya error ngak obat apps tolol bijak tolol,negative
jelek apk nya daftar online ganggu,negative
aplikasi jelek banget udah ganti nomber gatau nomber ganti nomber aktif pas login log out nomber kode repeal nya nomber gatau nomber yakali hack orang ngasih data aja ga baik kesel bet,neutral
