Review Text,sentimen,Rating
logout trs lupa sandi tp ga terima kode verified via sms selakali,neutral,3
aplikasi sampaahhhh gabisa dibukaaa bujaangg,negative,1
bagus proses mleset,positive,5
parah susah az login agara logout sendirijd ga bs brobat kecewa,negative,1
logout daftar gilir login capta ga ampunnnnnn sulit,negative,3
bagus,positive,5
butut banget aplikasi gabisa pake buru kode verifikasi bangett masuk gak masuk nyampe habis,negative,1
manfaat praktis hemat,positive,5
jelek aplikasi nya masuk mulu udh daftar udh akun mulupas ma masuk captcha nya gk nongol nongol bangettayolah aplikasi nya cepat sistem nya gim orang obat jkn nya ajh bgn keburu gk obat pahamm,negative,2
bagus layan,positive,1
simple,positive,5
bgus cepat,positive,5
gak otp ganti paswornya,negative,1
kode otp yg via sms muncul jaring bagus nomer hp aktif tolong baik,negative,1
terimakasih alhamdulillah bantu,positive,5
aplikasi serba eror serba lot daftar serba nunggu pas nunggu verifikasi mala tolak lemott,negative,1
bagus,positive,5
ambil antri rs rujuk error rs manual ambil nomor antri siasialah aplikasi jkn mobile,negative,2
gk daftar pdahal sbelumnya,negative,1
aplikasi jelek login,negative,1
kah mudah ribet,positive,1
aplikasi kochak capek banget nungguin kode verifikasi sms udah jam gua duduk nungguin tolong bikin sistem kondisi kek gin ngerepotin doang,negative,1
aplikasi bantu,positive,4
aplikasi bagus pakai mobile jkn aplikasi ribet gk jls sy pikir cm sy aj trnyta sy bc ulas jg mohon baik aplikasiny dimudahkn utk pakai mobile jkn,negative,1
kode otp kaga masuk masuk aneh dah,negative,1
seringkali apk muncul ambil nomor antri kontrol rujuk,negative,5
kadang capta muter muter login,negative,5
keren aplikasinyaaa membantuu,positive,5
update jelekgak login,neutral,1
ngambil antri nggak gagal tulis kuota pasien habis rubah tanggal tanggal,neutral,2
periksa suruh skrining gilir udah skrining tetep aja gabisa ambil nomor antri,neutral,1
aplikasi bagus utk informasipelayanan sehat lai,positive,5
muda,positive,4
mantap bantu terimakasih,positive,5
poroses pindah faskes cepat,positive,5
terimakasih mobil jkn manfaat masyarakat butuh,positive,5
baik yaaasudah enak pdahal daftar onlinetpi yaa riwayat layan serta ga lihatjdi yg lihat kepala keluarga sajaapdahal bagussss,positive,2
verifikasi nomer,neutral,5
server baik,neutral,1
proses bgt,neutral,1
suka logout susah guna pas lupa sandi gabisa ubah password sms pulsa,negative,1
mudah murah moga manfaat,positive,5
ubah password,neutral,4
daftar online rujuk kendala server pakai wifi mohon baik,negative,3
aplikasi aneh udah nomor antri batal gimana sihhh aplikasi ga,negative,1
mohon maaf jknny log in bantu,neutral,3
bantu,positive,4
payah udh bulan ga ambil antri rujuk rs pdhl bulan x hrs keluarga kontrol rs,neutral,1
kode captcha nya ya,neutral,2
kirim kode otp,negative,1
aplikasi cepat praktis,positive,5
habis update gak masuk woi nik password tetep gak masuk,negative,1
apk nya verifikasi wajah ya ulang kali kali gagal kalo apk nya baru perintah,negative,1
hp gw gak root njing notifikasi root asu,negative,1
ambil antri faskes aplikasi gak coba tu layan antri online,negative,1
logout aplikasi login sandi salah ganti password otpnya ga kirim aplikasi pakai tambah ga daftar langsung krn layan proses dasar data daftar yg masuk aplikasi mbulet gitu solusi,negative,1
update data hilang tolong bpjs bayar iur nya maling uang keringat,negative,1
sy lag kali login ulang riwayat antri pol hilang soe login nda,negative,1
bantu masyarakat kalang terimakasih perintah ada bpjs moga jaya maju indonesia,positive,5
kecewa ribet masuk x nik yg beda perangkat yg sy masuk nik tdk batas sumpah ribet batas sengaja sy bintang biar muncul nilai,neutral,5
kis non aktif yah rutin pakai,negative,1
sengaja ulas udah paki bpjs tp gk d d d suli proses belit belit tp bayar pribadi langsung d tangan saran jgn pakai bpjs mending nabung sehat pd sumbabgin gk jls k bpjs,negative,1
ulang kali daftar,negative,1
daftar bikin susah ribet cb bikin simpeluntuk aplikasi bpjs,negative,1
anggota keluarga istri anak daftar usaha aplikasi jkn keluarga lindung aktif cek info serta tambah serta keluarga solusi gimana iya min,positive,3
aplikasi bagus respon adu cepat,positive,5
gabisa daftar iniiii ampun banget udah kali kali tetep ga antre puskesmas langsung suruh online online kayak gin kacauu bangettt kalo bintang mending si bintang,negative,1
satpam keren mudah layan,positive,5
masuk apk bgtttt jaring bagus pake wifi buka apk lancar jaya gilir apk cek koneksi knp sihhhh aja problem nya,negative,1
registrasi nya cepat ubah data cepatmantab dahsalut,positive,5
sakit aplikasi tmbah susahsusah loginsusah daftarsudah enak jdwal kontrol pakek aplikasi rumah sakit ganti aplikasi jkn gak error mulujkn ribet,negative,1
mantap cepat,positive,5
login susah bgt kendala nik salah pdhal udh bener kendala captchanya loading mulu baik lgi sistem,negative,1
keren coy,positive,4
aplikasi bantu muda rubah sesuai alamat sungguh nya,positive,5
suka ad aplikasi repot k kantor langsung laku online terimakasih,positive,5
the best,positive,5
ok keren,positive,5
aplikasi kirim nomer verivikasi aja nunggu dikirimguna nya aplikasi bikin nomer verivikasi aja kirim,negative,1
cepat akurat informasi,positive,5
alhamdulillah operasi rumah sakit sampang apk layan ramah sukses rumah sakit sampang apk terimakasih,positive,5
aja daftar online bpjs cape daftar online pake aplikasi jkn mobile biar no nya ehhh nyampai rs yg gak kenal yg antri nya no no klo kenal kerja rs antri akhor yg daftar online klo sdm yg rs mirisss bangettt,negative,2
akun logout pas masuk password salah gilir bikin password sesuaimengecewakan,neutral,1
suruh update buka login data nya beda gimana sich,neutral,1
mudah,positive,5
nice apps two thumbs up,positive,5
cepat mantap,positive,5
data keluarga gak masukanak istri gak cantum aplikasi,neutral,1
boomer megang aplikasi ya gin gk buka kudu relogin nyusahin aja,negative,1
mudah daftar online ga ribet cepat,positive,5
daftar serta cari no kk klik,negative,3
membantuterima kasih,positive,5
log out tolong log out kasihan orang tua yg lupa pasword,neutral,1
aplikasi lot,negative,1
membantudengan layan online ubah data serta pindah layan faskes pindah domisili terima kasihsemoga layan mobile jkn tingkat mudah masyarakat guna,positive,5
ruang arafah layan ramah,positive,5
bantu dg aplikasi jkn,positive,5
bgus cman obat yg bayar,positive,5
jadwal praktek dokter nya ga sesuai dgn aplikasi aplikasi jadwal praktek ny rs trnyata jadwal praktek,neutral,2
bantu layan bpjs online,positive,5
terimaksih dgn aplikasih gk repot kantor nyauntuk ngurusperubahan data,positive,5
aplikasi gk log in aja pakai internet data gk pakai wifi merepotkannn,negative,1
aplikasi mobil jkn bantu keluarga terimakasih,positive,5
aplikasi bantu mudah urus layan sehat,positive,5
smoga slalu sehat aplikasi yg mantul mudah ubah,positive,5
bayar anggap nonpremi tunggu aktif bayar mandiri halus ya ambil uang rakyat,negative,2
aplikasi mudah jangkau,positive,5
error mulu antre,negative,2
uda kasih sabar berbulanbulan buka login captca susah baca ga pakai ie server pakai kentang,negative,1
aplikasi yg bantu,positive,5
ngga dowload kartu anak ayah download tolong baik mudah dowload kartu serta terimakasih,positive,5
aplikasi ndak ubah faskes suruh detek wajah klik ndak,negative,5
bantu orang yg butuh tolong sehat,positive,5
gak kaya aplikasi jkn login aja capthanya gak nongol nongol udah pakai data pakai wifi jaring kuat aja gak nongol capthanya gak masuk tolong benerin ya minkalau udah bener kasih bintang,negative,1
aplikasi nyusahin bangetbiasanya daftar online web nya rumah sakit mudah pakai aplikasipasienya orang tua gak ngerti pakai aplikasi verifikasi pakai foto nyusahin banget pasienya tuh orang tua sakit suruh foto foto,negative,1
orang sakit ngga sakit neneknenek obat milih mati ribet bgt ngga orang ngerti sedih bgt barusan liat nenek nang,negative,1
apk ruwet,negative,1
mudah daftar moga bagus,positive,5
mudah proses ambil antre,positive,5
mudah mempersulitpas update log in ga kode otp ga masuk masuk gimana sih aplikasi,negative,1
gk masuk karna nik daftar gmna min,neutral,5
sangant bantu,positive,5
mantap bantu ubah data,positive,5
knapa masuk,neutral,5
gk aplikasi dongo,negative,1
aplikasi yasebelum daftar serta bayi lahir nama ibu adasetelah tambah serta bayi lahir nama ibu jg nama bayi yg lahir hilang salah menu aplikasi inisedangkan chat pandawa robot yg jawabriiibeeet,positive,1
aplikasi rusakkk daftar aja susah ampun verifikasi otp nya gak kelar kelar,negative,1
aplikasi sehat yg manfaat mudah dlm sehat,positive,5
gak bukak,negative,1
hapus aja udh apk ny gk nya daftar gk malu aja,negative,1
bantu,positive,5
lot,neutral,1
coba bu bikin atur masuk akal orang susah bikin skck aja bikin bpjs sedangkang bpjs bayar bikin skck nyari kerja bayar bpjs kerja aja dapet bayar bpjs ga bikin skck ga ribet bu nyari kerja aja modal gimana maju atur bayar kecuali anggur fasilitas perintah inimah nambahin lapang kerja anggur,negative,1
menu fitur bagus fitur kartu bpjs digital harap depan fitur cetak kartu bpjs fisik kantor cabang dekat harap kena biaya kirim ekspedisi sukses jkn,positive,3
bagus aplikasi mudah daftar antri,positive,5
gabisa daftar muka,negative,1
aplikasi gak jelassssss ra genah blassss,negative,1
keren manfaat keluarga,positive,5
aplikasi yg bantu,positive,5
aplikasi cepat respon,positive,5
pasien pol saraf ganti no email ribet,neutral,1
jangka pakai obat nunggu tangguh bayar mottonya sulit mudah,negative,1
m jkn bantu proses cepattop deh,positive,5
okkk,positive,5
lemah aplikasi jkn gak login minggu aja logout,negative,1
cepat data ubah data,positive,5
opsi pilih verifikasi sedia mohon perhati,neutral,1
goodlah,neutral,4
aplikasi ribet banget masak daftar aja gak,negative,1
ribett daftar,negative,1
susah verifikasi wajah,neutral,3
mw errroooorrr terussss,negative,1
mula bantu,positive,5
aplikasi bagustapi tlg rang update nya dehjgn,negative,5
baik,positive,5
aplikasi nya loading baik daftar ulang,negative,1
mudah koneksi aplikasi sehat,positive,5
aplikasi mobile jln membantusangat bantu,positive,5
hp hilang pasword lupatrus log in nya gimana,negative,1
log out otomatis sih daftar gak masuk gak obat bikin pusing aplikasi,negative,1
pakai mobile jkn obat puskesmas rumah sakit kabupaten kotamadyajd mudahcuma rumah sakit yg milik aplikasi tuk daftar online daftar,positive,5
capek nian ambil antri aplikasi rujuk tgl besok daftar layan pasien tetep aja tulis penuh perintah aplikasi gak benah allahuakbar,negative,1
login susah banget yak diupdte user friendly susah kode capcha dah sesuai dinotif nik password salah sampe bikin password notifnya tolong kembang aplikasi oakai biaya rakyat mudah rakyat kesini sono,negative,1
masak loading mulu,negative,4
layan cepat ribet,positive,5
ribet bantu,positive,4
aplikasi jelek kalo login susah,negative,1
bantu perlu administrasi butuh,positive,5
baguslancar tele tele prosesnyamantapterimakasih,neutral,5
daftar aja ribet jaring full tetep gagal daftar bikin aplikasi doang tp gk tara guna,negative,1
sulit urus perintah,negative,1
bagus aplikasinyamempermudah layan fasilitas sehat,positive,5
anggota kartu kis ku non aktif aq golong,neutral,2
aplikasi mudah cepat akses sehat,positive,5
masukam email no hp email terdaftarmasukan no hp no hp salahterus gimna email dah no hp ya gak,neutral,1
emang gk mikirrin orang tua gaptek gk ngerti hp yamakin ribet aja anak ngerantau orang tua gk daftarmakin nyusahhin aja,negative,1
puas,positive,5
ok la susah kalo antri online,positive,3
trimakasih krn bantu,positive,5
ribet bngt daftar pake nomor lot perivikasi nya nunggu berajm jam,negative,1
tolong cuman tutup app bentar lihat verifikasi whatsapp langsung ulang proses daftar,negative,1
bgus,positive,5
banyak log out akun taut otomatis login ulang pas login masalh valid nomor kk salah kode refferal salah masuk nya lihat fhoto kartu bpjs nya data pas masuk aplikasi gabisa salah melulu aneh sih,negative,1
ribet banget ambil antri masuk aplikasikeluar bentar masuk aplikasi masukin nikpaswordcapchasuper ribetsecara hp jadul pake finger bisamana error susah dibukaemang aplikasi perintah iyuuuh ya,negative,1
bantu sekalidg aplikasi,positive,5
aplikasi verivikasi nomor susah tunggu banget bikin aplikasi guna mudah susah mending engga bikin aplikasi buang dana masyrakat aja verivikasi aja bayar dasar tolol verivikasi film aja grafis bayar,negative,1
aplikasi ga sampah masuk ga slalu bilang salah pdhal udah bener nik pass nya mudah sulit,negative,1
daftar kuota penuh daftar tutup antri coba kali samatolong mudah,negative,5
manfaat,positive,5
masuk masuk susah nya ampun pdhal nomor hp sandi nya tetep aja ngk login,neutral,3
obat jec mata cere suruh bayar obat rts lebihseharusnya gratis gunaya nya bpjs suruh bayar brengsek parah dokter mata,neutral,1
kode otp woy ditungguin hari ga dapet kode nyabobrok banget sistem aplikasi,negative,1
mantap makasih bpjs sehat,positive,5
bantu bug aplikasi gak mudah du,positive,1
baguscepat,neutral,5
aplikasi ngirim pesan otp gamasuk masuk,negative,1
gak dbukalog out,neutral,1
konyol banget apk error jam jam kalo emang mainten yaa tinggal kasih terang kalo lg mainten tp kaga keteranganya mohon maaf ketidaknyamananya apaansi yg kelola perintah kaga yg beres,negative,1
aplikasi busuk otp tunggu ga nongol,negative,1
pusing dehh daftar gak bisa gagal mulu bilang nya koneksi sinyal bagus verifikasi otp sms gak masuk gimana jkn tolong baik,negative,1
sngat puas aq brhasil mrubah data,positive,5
bobrok bgt,negative,1
akun layar hitam,neutral,2
aplikasi cermin mudah login sulit error masuk aplikasi tambah kode captcha buat praktis mudah kondisi orang sakit masuk aplikasi mudah lupa password sulit masuk,negative,1
la,neutral,5
upgrade ga login gagal acara kemarin ganti faskes selfi mending gagal anak selfi gimana min bikin ribet atuh boss,neutral,1
terima kasih kembang,positive,5
bayar aja ribet pake auto debit apk masalah pilih non bank,negative,1
hasil skrining nya bener ngawurngelantur kalo hasil survei ga dijadiin patok hadeh aja tolong baik,neutral,1
bug issue aollikasi download aja gak otp gak dateng dateng scan wajah gak hasil hasil ujung ujung banting hp,negative,1
log out sendiriaplikasi kintil,neutral,1
sanagat jelek jaringann butuh ulang sueah daftar mw login eror alhasil dinsuru pulang daftar ulang,negative,1
mudah atur,positive,5
lancar ganggu lot bgt,neutral,1
muas layan,positive,5
bagus banget ges,positive,5
bantu warga negara,positive,5
wooooo,neutral,4
trial error,neutral,5
guna mudah fasilitas sehat,positive,5
bagus nya,positive,5
uhh parah bukana gampang ribet bikin susah udh masuk kali kali ga verifikasi kirain bantu taua susah payah,negative,1
daftar susah,negative,1
baikdan tunggu kalo nunggu antri,neutral,5
perybahan data apkikasi audah otomatis,neutral,5
mudah kantor,positive,5
baiq,neutral,5
layan cepat mudah,positive,5
mohon menu info riwayat layan serta tolong ubah nama kk nya cuman kepala keluarga aja jdi biar tau riwayat sakit kalo udh update binatang deh,neutral,1
kau nih ape nyusahin rakjel aja daftar offline marah satpam suster daftar online sulit tabok gimana coba mbah udah sepuh gak paham gadget internet au ah gelap,negative,1
hapus aja ga ubah faskes sulit ampun gagal mulu nomor verifikasi ga dikirimpencet tombol faskes gabisa payah,negative,1
moga nya sehat,positive,5
busukkode captcha login ga muncul sampe kiamat,negative,1
ribet banget nungguin kode verifikasi habis blm kirim ngulang kali,negative,1
gampang pindah faskes jg pindah kelas,positive,5
allah sulit tolong sulit,negative,1
nik akun kk akun anggota keluarga bikin akun hadeuhh,neutral,1
aplikasi jadimudah coba memepervikasi,negative,5
kerren bgt ngubah data apk bisaa,neutral,5
aplikasi kirim kode verifikasi ya coba berkalikali,negative,2
